cohort,event_id,energy_keV,sample_index,baseline_subtracted_adc,normalized_amplitude
Low energy,2407207,157.9752444466576,1378,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1379,370.92313,0.9344961
Low energy,2407207,157.9752444466576,1380,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1381,366.92313,0.9244186
Low energy,2407207,157.9752444466576,1382,374.92313,0.94457364
Low energy,2407207,157.9752444466576,1383,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1384,376.92313,0.94961244
Low energy,2407207,157.9752444466576,1385,374.92313,0.94457364
Low energy,2407207,157.9752444466576,1386,370.92313,0.9344961
Low energy,2407207,157.9752444466576,1387,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1388,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1389,373.92313,0.9420543
Low energy,2407207,157.9752444466576,1390,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1391,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1392,374.92313,0.94457364
Low energy,2407207,157.9752444466576,1393,368.92313,0.92945737
Low energy,2407207,157.9752444466576,1394,375.92313,0.947093
Low energy,2407207,157.9752444466576,1395,371.92313,0.93701553
Low energy,2407207,157.9752444466576,1396,368.92313,0.92945737
Low energy,2407207,157.9752444466576,1397,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1398,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1399,375.92313,0.947093
Low energy,2407207,157.9752444466576,1400,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1401,371.92313,0.93701553
Low energy,2407207,157.9752444466576,1402,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1403,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1404,376.92313,0.94961244
Low energy,2407207,157.9752444466576,1405,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1406,370.92313,0.9344961
Low energy,2407207,157.9752444466576,1407,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1408,368.92313,0.92945737
Low energy,2407207,157.9752444466576,1409,373.92313,0.9420543
Low energy,2407207,157.9752444466576,1410,368.92313,0.92945737
Low energy,2407207,157.9752444466576,1411,371.92313,0.93701553
Low energy,2407207,157.9752444466576,1412,370.92313,0.9344961
Low energy,2407207,157.9752444466576,1413,366.92313,0.9244186
Low energy,2407207,157.9752444466576,1414,371.92313,0.93701553
Low energy,2407207,157.9752444466576,1415,367.92313,0.926938
Low energy,2407207,157.9752444466576,1416,374.92313,0.94457364
Low energy,2407207,157.9752444466576,1417,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1418,370.92313,0.9344961
Low energy,2407207,157.9752444466576,1419,371.92313,0.93701553
Low energy,2407207,157.9752444466576,1420,368.92313,0.92945737
Low energy,2407207,157.9752444466576,1421,372.92313,0.9395349
Low energy,2407207,157.9752444466576,1422,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1423,370.17313,0.9326066
Low energy,2407207,157.9752444466576,1424,370.23563,0.93276405
Low energy,2407207,157.9752444466576,1425,370.29813,0.9329215
Low energy,2407207,157.9752444466576,1426,370.36063,0.933079
Low energy,2407207,157.9752444466576,1427,370.42313,0.9332364
Low energy,2407207,157.9752444466576,1428,370.42313,0.9332364
Low energy,2407207,157.9752444466576,1429,370.42313,0.9332364
Low energy,2407207,157.9752444466576,1430,370.42313,0.9332364
Low energy,2407207,157.9752444466576,1431,370.42313,0.9332364
Low energy,2407207,157.9752444466576,1432,370.23563,0.93276405
Low energy,2407207,157.9752444466576,1433,370.04813,0.9322917
Low energy,2407207,157.9752444466576,1434,369.86063,0.9318193
Low energy,2407207,157.9752444466576,1435,369.67313,0.9313469
Low energy,2407207,157.9752444466576,1436,369.73563,0.93150437
Low energy,2407207,157.9752444466576,1437,369.79813,0.93166184
Low energy,2407207,157.9752444466576,1438,369.86063,0.9318193
Low energy,2407207,157.9752444466576,1439,369.92313,0.93197674
Low energy,2407207,157.9752444466576,1440,370.11063,0.93244916
Low energy,2407207,157.9752444466576,1441,370.29813,0.9329215
Low energy,2407207,157.9752444466576,1442,370.48563,0.9333939
Low energy,2407207,157.9752444466576,1443,370.67313,0.93386626
Low energy,2407207,157.9752444466576,1444,370.67313,0.93386626
Low energy,2407207,157.9752444466576,1445,370.67313,0.93386626
Low energy,2407207,157.9752444466576,1446,370.67313,0.93386626
Low energy,2407207,157.9752444466576,1447,370.67313,0.93386626
Low energy,2407207,157.9752444466576,1448,370.23563,0.93276405
Low energy,2407207,157.9752444466576,1449,369.79813,0.93166184
Low energy,2407207,157.9752444466576,1450,369.36063,0.9305596
Low energy,2407207,157.9752444466576,1451,368.92313,0.92945737
Low energy,2407207,157.9752444466576,1452,368.79813,0.9291425
Low energy,2407207,157.9752444466576,1453,368.67313,0.9288275
Low energy,2407207,157.9752444466576,1454,368.54813,0.92851263
Low energy,2407207,157.9752444466576,1455,368.42313,0.9281977
Low energy,2407207,157.9752444466576,1456,369.04813,0.9297723
Low energy,2407207,157.9752444466576,1457,369.67313,0.9313469
Low energy,2407207,157.9752444466576,1458,370.29813,0.9329215
Low energy,2407207,157.9752444466576,1459,370.92313,0.9344961
Low energy,2407207,157.9752444466576,1460,370.04813,0.9322917
Low energy,2407207,157.9752444466576,1461,369.17313,0.9300872
Low energy,2407207,157.9752444466576,1462,368.29813,0.9278828
Low energy,2407207,157.9752444466576,1463,367.42313,0.9256783
Low energy,2407207,157.9752444466576,1464,367.98563,0.9270955
Low energy,2407207,157.9752444466576,1465,368.54813,0.92851263
Low energy,2407207,157.9752444466576,1466,369.11063,0.92992973
Low energy,2407207,157.9752444466576,1467,369.67313,0.9313469
Low energy,2407207,157.9752444466576,1468,369.17313,0.9300872
Low energy,2407207,157.9752444466576,1469,368.67313,0.9288275
Low energy,2407207,157.9752444466576,1470,368.17313,0.92756784
Low energy,2407207,157.9752444466576,1471,367.67313,0.92630816
Low energy,2407207,157.9752444466576,1472,367.79813,0.92662305
Low energy,2407207,157.9752444466576,1473,367.92313,0.926938
Low energy,2407207,157.9752444466576,1474,368.04813,0.9272529
Low energy,2407207,157.9752444466576,1475,368.17313,0.92756784
Low energy,2407207,157.9752444466576,1476,367.92313,0.926938
Low energy,2407207,157.9752444466576,1477,367.67313,0.92630816
Low energy,2407207,157.9752444466576,1478,367.42313,0.9256783
Low energy,2407207,157.9752444466576,1479,367.17313,0.9250485
Low energy,2407207,157.9752444466576,1480,366.67313,0.9237888
Low energy,2407207,157.9752444466576,1481,366.17313,0.9225291
Low energy,2407207,157.9752444466576,1482,365.67313,0.9212694
Low energy,2407207,157.9752444466576,1483,365.17313,0.9200097
Low energy,2407207,157.9752444466576,1484,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1485,366.67313,0.9237888
Low energy,2407207,157.9752444466576,1486,367.42313,0.9256783
Low energy,2407207,157.9752444466576,1487,368.17313,0.92756784
Low energy,2407207,157.9752444466576,1488,367.79813,0.92662305
Low energy,2407207,157.9752444466576,1489,367.42313,0.9256783
Low energy,2407207,157.9752444466576,1490,367.04813,0.9247335
Low energy,2407207,157.9752444466576,1491,366.67313,0.9237888
Low energy,2407207,157.9752444466576,1492,366.86063,0.92426115
Low energy,2407207,157.9752444466576,1493,367.04813,0.9247335
Low energy,2407207,157.9752444466576,1494,367.23563,0.92520595
Low energy,2407207,157.9752444466576,1495,367.42313,0.9256783
Low energy,2407207,157.9752444466576,1496,367.04813,0.9247335
Low energy,2407207,157.9752444466576,1497,366.67313,0.9237888
Low energy,2407207,157.9752444466576,1498,366.29813,0.922844
Low energy,2407207,157.9752444466576,1499,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1500,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1501,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1502,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1503,365.92313,0.92189926
Low energy,2407207,157.9752444466576,1504,365.42313,0.9206396
Low energy,2407207,157.9752444466576,1505,364.92313,0.91937983
Low energy,2407207,157.9752444466576,1506,364.42313,0.91812015
Low energy,2407207,157.9752444466576,1507,363.92313,0.91686046
Low energy,2407207,157.9752444466576,1508,364.73563,0.91890746
Low energy,2407207,157.9752444466576,1509,365.54813,0.92095447
Low energy,2407207,157.9752444466576,1510,366.36063,0.92300147
Low energy,2407207,157.9752444466576,1511,367.17313,0.9250485
Low energy,2407207,157.9752444466576,1512,366.48563,0.92331636
Low energy,2407207,157.9752444466576,1513,365.79813,0.9215843
Low energy,2407207,157.9752444466576,1514,365.11063,0.91985226
Low energy,2407207,157.9752444466576,1515,364.42313,0.91812015
Low energy,2407207,157.9752444466576,1516,364.67313,0.91875
Low energy,2407207,157.9752444466576,1517,364.92313,0.91937983
Low energy,2407207,157.9752444466576,1518,365.17313,0.9200097
Low energy,2407207,157.9752444466576,1519,365.42313,0.9206396
Low energy,2407207,157.9752444466576,1520,365.36063,0.9204821
Low energy,2407207,157.9752444466576,1521,365.29813,0.9203246
Low energy,2407207,157.9752444466576,1522,365.23563,0.92016715
Low energy,2407207,157.9752444466576,1523,365.17313,0.9200097
Low energy,2407207,157.9752444466576,1524,364.73563,0.91890746
Low energy,2407207,157.9752444466576,1525,364.29813,0.91780525
Low energy,2407207,157.9752444466576,1526,363.86063,0.916703
Low energy,2407207,157.9752444466576,1527,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1528,363.61063,0.91607314
Low energy,2407207,157.9752444466576,1529,363.79813,0.91654557
Low energy,2407207,157.9752444466576,1530,363.98563,0.91701794
Low energy,2407207,157.9752444466576,1531,364.17313,0.9174903
Low energy,2407207,157.9752444466576,1532,363.98563,0.91701794
Low energy,2407207,157.9752444466576,1533,363.79813,0.91654557
Low energy,2407207,157.9752444466576,1534,363.61063,0.91607314
Low energy,2407207,157.9752444466576,1535,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1536,363.92313,0.91686046
Low energy,2407207,157.9752444466576,1537,364.42313,0.91812015
Low energy,2407207,157.9752444466576,1538,364.92313,0.91937983
Low energy,2407207,157.9752444466576,1539,365.42313,0.9206396
Low energy,2407207,157.9752444466576,1540,364.79813,0.91906494
Low energy,2407207,157.9752444466576,1541,364.17313,0.9174903
Low energy,2407207,157.9752444466576,1542,363.54813,0.9159157
Low energy,2407207,157.9752444466576,1543,362.92313,0.9143411
Low energy,2407207,157.9752444466576,1544,363.54813,0.9159157
Low energy,2407207,157.9752444466576,1545,364.17313,0.9174903
Low energy,2407207,157.9752444466576,1546,364.79813,0.91906494
Low energy,2407207,157.9752444466576,1547,365.42313,0.9206396
Low energy,2407207,157.9752444466576,1548,364.92313,0.91937983
Low energy,2407207,157.9752444466576,1549,364.42313,0.91812015
Low energy,2407207,157.9752444466576,1550,363.92313,0.91686046
Low energy,2407207,157.9752444466576,1551,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1552,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1553,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1554,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1555,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1556,362.92313,0.9143411
Low energy,2407207,157.9752444466576,1557,362.42313,0.9130814
Low energy,2407207,157.9752444466576,1558,361.92313,0.9118217
Low energy,2407207,157.9752444466576,1559,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1560,361.67313,0.9111919
Low energy,2407207,157.9752444466576,1561,361.92313,0.9118217
Low energy,2407207,157.9752444466576,1562,362.17313,0.91245157
Low energy,2407207,157.9752444466576,1563,362.42313,0.9130814
Low energy,2407207,157.9752444466576,1564,362.73563,0.9138687
Low energy,2407207,157.9752444466576,1565,363.04813,0.91465604
Low energy,2407207,157.9752444466576,1566,363.36063,0.9154433
Low energy,2407207,157.9752444466576,1567,363.67313,0.9162306
Low energy,2407207,157.9752444466576,1568,362.73563,0.9138687
Low energy,2407207,157.9752444466576,1569,361.79813,0.9115068
Low energy,2407207,157.9752444466576,1570,360.86063,0.9091449
Low energy,2407207,157.9752444466576,1571,359.92313,0.906783
Low energy,2407207,157.9752444466576,1572,360.86063,0.9091449
Low energy,2407207,157.9752444466576,1573,361.79813,0.9115068
Low energy,2407207,157.9752444466576,1574,362.73563,0.9138687
Low energy,2407207,157.9752444466576,1575,363.67313,0.9162306
Low energy,2407207,157.9752444466576,1576,363.11063,0.91481346
Low energy,2407207,157.9752444466576,1577,362.54813,0.9133963
Low energy,2407207,157.9752444466576,1578,361.98563,0.9119792
Low energy,2407207,157.9752444466576,1579,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1580,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1581,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1582,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1583,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1584,362.04813,0.9121366
Low energy,2407207,157.9752444466576,1585,362.67313,0.91371125
Low energy,2407207,157.9752444466576,1586,363.29813,0.9152859
Low energy,2407207,157.9752444466576,1587,363.92313,0.91686046
Low energy,2407207,157.9752444466576,1588,363.42313,0.9156008
Low energy,2407207,157.9752444466576,1589,362.92313,0.9143411
Low energy,2407207,157.9752444466576,1590,362.42313,0.9130814
Low energy,2407207,157.9752444466576,1591,361.92313,0.9118217
Low energy,2407207,157.9752444466576,1592,362.48563,0.9132389
Low energy,2407207,157.9752444466576,1593,363.04813,0.91465604
Low energy,2407207,157.9752444466576,1594,363.61063,0.91607314
Low energy,2407207,157.9752444466576,1595,364.17313,0.9174903
Low energy,2407207,157.9752444466576,1596,362.98563,0.91449857
Low energy,2407207,157.9752444466576,1597,361.79813,0.9115068
Low energy,2407207,157.9752444466576,1598,360.61063,0.90851504
Low energy,2407207,157.9752444466576,1599,359.42313,0.90552324
Low energy,2407207,157.9752444466576,1600,359.48563,0.9056807
Low energy,2407207,157.9752444466576,1601,359.54813,0.9058382
Low energy,2407207,157.9752444466576,1602,359.61063,0.90599567
Low energy,2407207,157.9752444466576,1603,359.67313,0.9061531
Low energy,2407207,157.9752444466576,1604,359.98563,0.9069404
Low energy,2407207,157.9752444466576,1605,360.29813,0.9077277
Low energy,2407207,157.9752444466576,1606,360.61063,0.90851504
Low energy,2407207,157.9752444466576,1607,360.92313,0.90930235
Low energy,2407207,157.9752444466576,1608,360.48563,0.9082001
Low energy,2407207,157.9752444466576,1609,360.04813,0.9070979
Low energy,2407207,157.9752444466576,1610,359.61063,0.90599567
Low energy,2407207,157.9752444466576,1611,359.17313,0.9048934
Low energy,2407207,157.9752444466576,1612,359.92313,0.906783
Low energy,2407207,157.9752444466576,1613,360.67313,0.9086725
Low energy,2407207,157.9752444466576,1614,361.42313,0.91056204
Low energy,2407207,157.9752444466576,1615,362.17313,0.91245157
Low energy,2407207,157.9752444466576,1616,361.54813,0.9108769
Low energy,2407207,157.9752444466576,1617,360.92313,0.90930235
Low energy,2407207,157.9752444466576,1618,360.29813,0.9077277
Low energy,2407207,157.9752444466576,1619,359.67313,0.9061531
Low energy,2407207,157.9752444466576,1620,359.42313,0.90552324
Low energy,2407207,157.9752444466576,1621,359.17313,0.9048934
Low energy,2407207,157.9752444466576,1622,358.92313,0.90426356
Low energy,2407207,157.9752444466576,1623,358.67313,0.9036337
Low energy,2407207,157.9752444466576,1624,358.98563,0.90442103
Low energy,2407207,157.9752444466576,1625,359.29813,0.90520835
Low energy,2407207,157.9752444466576,1626,359.61063,0.90599567
Low energy,2407207,157.9752444466576,1627,359.92313,0.906783
Low energy,2407207,157.9752444466576,1628,359.54813,0.9058382
Low energy,2407207,157.9752444466576,1629,359.17313,0.9048934
Low energy,2407207,157.9752444466576,1630,358.79813,0.90394866
Low energy,2407207,157.9752444466576,1631,358.42313,0.9030039
Low energy,2407207,157.9752444466576,1632,358.42313,0.9030039
Low energy,2407207,157.9752444466576,1633,358.42313,0.9030039
Low energy,2407207,157.9752444466576,1634,358.42313,0.9030039
Low energy,2407207,157.9752444466576,1635,358.42313,0.9030039
Low energy,2407207,157.9752444466576,1636,358.86063,0.90410614
Low energy,2407207,157.9752444466576,1637,359.29813,0.90520835
Low energy,2407207,157.9752444466576,1638,359.73563,0.90631056
Low energy,2407207,157.9752444466576,1639,360.17313,0.9074128
Low energy,2407207,157.9752444466576,1640,360.29813,0.9077277
Low energy,2407207,157.9752444466576,1641,360.42313,0.90804267
Low energy,2407207,157.9752444466576,1642,360.54813,0.90835756
Low energy,2407207,157.9752444466576,1643,360.67313,0.9086725
Low energy,2407207,157.9752444466576,1644,359.92313,0.906783
Low energy,2407207,157.9752444466576,1645,359.17313,0.9048934
Low energy,2407207,157.9752444466576,1646,358.42313,0.9030039
Low energy,2407207,157.9752444466576,1647,357.67313,0.90111434
Low energy,2407207,157.9752444466576,1648,357.61063,0.90095687
Low energy,2407207,157.9752444466576,1649,357.54813,0.90079945
Low energy,2407207,157.9752444466576,1650,357.48563,0.900642
Low energy,2407207,157.9752444466576,1651,357.42313,0.9004845
Low energy,2407207,157.9752444466576,1652,357.61063,0.90095687
Low energy,2407207,157.9752444466576,1653,357.79813,0.9014293
Low energy,2407207,157.9752444466576,1654,357.98563,0.90190166
Low energy,2407207,157.9752444466576,1655,358.17313,0.902374
Low energy,2407207,157.9752444466576,1656,358.67313,0.9036337
Low energy,2407207,157.9752444466576,1657,359.17313,0.9048934
Low energy,2407207,157.9752444466576,1658,359.67313,0.9061531
Low energy,2407207,157.9752444466576,1659,360.17313,0.9074128
Low energy,2407207,157.9752444466576,1660,359.42313,0.90552324
Low energy,2407207,157.9752444466576,1661,358.67313,0.9036337
Low energy,2407207,157.9752444466576,1662,357.92313,0.9017442
Low energy,2407207,157.9752444466576,1663,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1664,358.17313,0.902374
Low energy,2407207,157.9752444466576,1665,359.17313,0.9048934
Low energy,2407207,157.9752444466576,1666,360.17313,0.9074128
Low energy,2407207,157.9752444466576,1667,361.17313,0.9099322
Low energy,2407207,157.9752444466576,1668,360.73563,0.9088299
Low energy,2407207,157.9752444466576,1669,360.29813,0.9077277
Low energy,2407207,157.9752444466576,1670,359.86063,0.9066255
Low energy,2407207,157.9752444466576,1671,359.42313,0.90552324
Low energy,2407207,157.9752444466576,1672,358.86063,0.90410614
Low energy,2407207,157.9752444466576,1673,358.29813,0.902689
Low energy,2407207,157.9752444466576,1674,357.73563,0.9012718
Low energy,2407207,157.9752444466576,1675,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1676,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1677,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1678,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1679,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1680,357.11063,0.8996972
Low energy,2407207,157.9752444466576,1681,357.04813,0.89953977
Low energy,2407207,157.9752444466576,1682,356.98563,0.8993823
Low energy,2407207,157.9752444466576,1683,356.92313,0.8992248
Low energy,2407207,157.9752444466576,1684,357.17313,0.89985466
Low energy,2407207,157.9752444466576,1685,357.42313,0.9004845
Low energy,2407207,157.9752444466576,1686,357.67313,0.90111434
Low energy,2407207,157.9752444466576,1687,357.92313,0.9017442
Low energy,2407207,157.9752444466576,1688,358.11063,0.90221655
Low energy,2407207,157.9752444466576,1689,358.29813,0.902689
Low energy,2407207,157.9752444466576,1690,358.48563,0.90316135
Low energy,2407207,157.9752444466576,1691,358.67313,0.9036337
Low energy,2407207,157.9752444466576,1692,357.36063,0.900327
Low energy,2407207,157.9752444466576,1693,356.04813,0.89702034
Low energy,2407207,157.9752444466576,1694,354.73563,0.89371365
Low energy,2407207,157.9752444466576,1695,353.42313,0.89040697
Low energy,2407207,157.9752444466576,1696,353.86063,0.89150923
Low energy,2407207,157.9752444466576,1697,354.29813,0.89261144
Low energy,2407207,157.9752444466576,1698,354.73563,0.89371365
Low energy,2407207,157.9752444466576,1699,355.17313,0.8948159
Low energy,2407207,157.9752444466576,1700,354.92313,0.8941861
Low energy,2407207,157.9752444466576,1701,354.67313,0.89355624
Low energy,2407207,157.9752444466576,1702,354.42313,0.8929264
Low energy,2407207,157.9752444466576,1703,354.17313,0.89229655
Low energy,2407207,157.9752444466576,1704,353.67313,0.8910368
Low energy,2407207,157.9752444466576,1705,353.17313,0.8897771
Low energy,2407207,157.9752444466576,1706,352.67313,0.88851744
Low energy,2407207,157.9752444466576,1707,352.17313,0.88725775
Low energy,2407207,157.9752444466576,1708,352.61063,0.88836
Low energy,2407207,157.9752444466576,1709,353.04813,0.88946223
Low energy,2407207,157.9752444466576,1710,353.48563,0.89056444
Low energy,2407207,157.9752444466576,1711,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1712,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1713,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1714,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1715,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1716,354.29813,0.89261144
Low energy,2407207,157.9752444466576,1717,354.67313,0.89355624
Low energy,2407207,157.9752444466576,1718,355.04813,0.894501
Low energy,2407207,157.9752444466576,1719,355.42313,0.89544576
Low energy,2407207,157.9752444466576,1720,354.79813,0.8938711
Low energy,2407207,157.9752444466576,1721,354.17313,0.89229655
Low energy,2407207,157.9752444466576,1722,353.54813,0.8907219
Low energy,2407207,157.9752444466576,1723,352.92313,0.8891473
Low energy,2407207,157.9752444466576,1724,353.11063,0.8896197
Low energy,2407207,157.9752444466576,1725,353.29813,0.8900921
Low energy,2407207,157.9752444466576,1726,353.48563,0.89056444
Low energy,2407207,157.9752444466576,1727,353.67313,0.8910368
Low energy,2407207,157.9752444466576,1728,353.67313,0.8910368
Low energy,2407207,157.9752444466576,1729,353.67313,0.8910368
Low energy,2407207,157.9752444466576,1730,353.67313,0.8910368
Low energy,2407207,157.9752444466576,1731,353.67313,0.8910368
Low energy,2407207,157.9752444466576,1732,354.42313,0.8929264
Low energy,2407207,157.9752444466576,1733,355.17313,0.8948159
Low energy,2407207,157.9752444466576,1734,355.92313,0.89670545
Low energy,2407207,157.9752444466576,1735,356.67313,0.898595
Low energy,2407207,157.9752444466576,1736,355.98563,0.8968629
Low energy,2407207,157.9752444466576,1737,355.29813,0.8951308
Low energy,2407207,157.9752444466576,1738,354.61063,0.89339876
Low energy,2407207,157.9752444466576,1739,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1740,354.36063,0.8927689
Low energy,2407207,157.9752444466576,1741,354.79813,0.8938711
Low energy,2407207,157.9752444466576,1742,355.23563,0.89497334
Low energy,2407207,157.9752444466576,1743,355.67313,0.8960756
Low energy,2407207,157.9752444466576,1744,355.61063,0.89591813
Low energy,2407207,157.9752444466576,1745,355.54813,0.89576066
Low energy,2407207,157.9752444466576,1746,355.48563,0.89560324
Low energy,2407207,157.9752444466576,1747,355.42313,0.89544576
Low energy,2407207,157.9752444466576,1748,355.29813,0.8951308
Low energy,2407207,157.9752444466576,1749,355.17313,0.8948159
Low energy,2407207,157.9752444466576,1750,355.04813,0.894501
Low energy,2407207,157.9752444466576,1751,354.92313,0.8941861
Low energy,2407207,157.9752444466576,1752,354.73563,0.89371365
Low energy,2407207,157.9752444466576,1753,354.54813,0.8932413
Low energy,2407207,157.9752444466576,1754,354.36063,0.8927689
Low energy,2407207,157.9752444466576,1755,354.17313,0.89229655
Low energy,2407207,157.9752444466576,1756,354.11063,0.8921391
Low energy,2407207,157.9752444466576,1757,354.04813,0.8919816
Low energy,2407207,157.9752444466576,1758,353.98563,0.8918241
Low energy,2407207,157.9752444466576,1759,353.92313,0.89166665
Low energy,2407207,157.9752444466576,1760,353.73563,0.8911943
Low energy,2407207,157.9752444466576,1761,353.54813,0.8907219
Low energy,2407207,157.9752444466576,1762,353.36063,0.89024955
Low energy,2407207,157.9752444466576,1763,353.17313,0.8897771
Low energy,2407207,157.9752444466576,1764,353.11063,0.8896197
Low energy,2407207,157.9752444466576,1765,353.04813,0.88946223
Low energy,2407207,157.9752444466576,1766,352.98563,0.88930476
Low energy,2407207,157.9752444466576,1767,352.92313,0.8891473
Low energy,2407207,157.9752444466576,1768,352.48563,0.8880451
Low energy,2407207,157.9752444466576,1769,352.04813,0.88694286
Low energy,2407207,157.9752444466576,1770,351.61063,0.8858406
Low energy,2407207,157.9752444466576,1771,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1772,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1773,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1774,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1775,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1776,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1777,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1778,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1779,351.17313,0.8847384
Low energy,2407207,157.9752444466576,1780,351.48563,0.8855257
Low energy,2407207,157.9752444466576,1781,351.79813,0.886313
Low energy,2407207,157.9752444466576,1782,352.11063,0.8871003
Low energy,2407207,157.9752444466576,1783,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1784,351.98563,0.8867854
Low energy,2407207,157.9752444466576,1785,351.54813,0.8856832
Low energy,2407207,157.9752444466576,1786,351.11063,0.8845809
Low energy,2407207,157.9752444466576,1787,350.67313,0.8834787
Low energy,2407207,157.9752444466576,1788,351.54813,0.8856832
Low energy,2407207,157.9752444466576,1789,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1790,353.29813,0.8900921
Low energy,2407207,157.9752444466576,1791,354.17313,0.89229655
Low energy,2407207,157.9752444466576,1792,353.54813,0.8907219
Low energy,2407207,157.9752444466576,1793,352.92313,0.8891473
Low energy,2407207,157.9752444466576,1794,352.29813,0.8875727
Low energy,2407207,157.9752444466576,1795,351.67313,0.8859981
Low energy,2407207,157.9752444466576,1796,351.86063,0.88647044
Low energy,2407207,157.9752444466576,1797,352.04813,0.88694286
Low energy,2407207,157.9752444466576,1798,352.23563,0.88741523
Low energy,2407207,157.9752444466576,1799,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1800,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1801,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1802,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1803,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1804,352.17313,0.88725775
Low energy,2407207,157.9752444466576,1805,351.92313,0.8866279
Low energy,2407207,157.9752444466576,1806,351.67313,0.8859981
Low energy,2407207,157.9752444466576,1807,351.42313,0.8853682
Low energy,2407207,157.9752444466576,1808,351.92313,0.8866279
Low energy,2407207,157.9752444466576,1809,352.42313,0.8878876
Low energy,2407207,157.9752444466576,1810,352.92313,0.8891473
Low energy,2407207,157.9752444466576,1811,353.42313,0.89040697
Low energy,2407207,157.9752444466576,1812,352.11063,0.8871003
Low energy,2407207,157.9752444466576,1813,350.79813,0.8837936
Low energy,2407207,157.9752444466576,1814,349.48563,0.8804869
Low energy,2407207,157.9752444466576,1815,348.17313,0.8771802
Low energy,2407207,157.9752444466576,1816,349.11063,0.8795422
Low energy,2407207,157.9752444466576,1817,350.04813,0.88190407
Low energy,2407207,157.9752444466576,1818,350.98563,0.884266
Low energy,2407207,157.9752444466576,1819,351.92313,0.8866279
Low energy,2407207,157.9752444466576,1820,350.86063,0.88395107
Low energy,2407207,157.9752444466576,1821,349.79813,0.8812742
Low energy,2407207,157.9752444466576,1822,348.73563,0.8785974
Low energy,2407207,157.9752444466576,1823,347.67313,0.87592053
Low energy,2407207,157.9752444466576,1824,348.29813,0.87749517
Low energy,2407207,157.9752444466576,1825,348.92313,0.8790698
Low energy,2407207,157.9752444466576,1826,349.54813,0.8806444
Low energy,2407207,157.9752444466576,1827,350.17313,0.882219
Low energy,2407207,157.9752444466576,1828,350.29813,0.8825339
